Incident energy ; 
Incident energy ; 
Incident energy ; σ(E)
18000.0 ; 3.513793E-4
20000.0 ; 3.294599E-4
22000.0 ; 3.105264E-4
24000.0 ; 2.939556E-4
26000.0 ; 2.792938E-4
28000.0 ; 2.662016E-4
30000.0 ; 2.544246E-4
32500.0 ; 2.41934E-4
35000.0 ; 2.294736E-4
40000.0 ; 2.093297E-4
45000.0 ; 1.926572E-4
50000.0 ; 1.785881E-4
55000.0 ; 1.66532E-4
60000.0 ; 1.56071E-4
65000.0 ; 1.468995E-4
70000.0 ; 1.38788E-4
75000.0 ; 1.315603E-4
80000.0 ; 1.250782E-4
85000.0 ; 1.192317E-4
90000.0 ; 1.139323E-4
95000.0 ; 1.091073E-4
100000.0 ; 1.046977E-4
110000.0 ; 9.692857E-5
120000.0 ; 9.030902E-5
130000.0 ; 8.461068E-5
140000.0 ; 7.966172E-5
150000.0 ; 7.53307E-5
160000.0 ; 7.15153E-5
170000.0 ; 6.813454E-5
180000.0 ; 6.512351E-5
190000.0 ; 6.242951E-5
200000.0 ; 6.00097E-5
220000.0 ; 5.585366E-5
240000.0 ; 5.243247E-5
260000.0 ; 4.958707E-5
280000.0 ; 4.720008E-5
300000.0 ; 4.518324E-5
320000.0 ; 4.346897E-5
340000.0 ; 4.200471E-5
360000.0 ; 4.074899E-5
380000.0 ; 3.966864E-5
400000.0 ; 3.873689E-5
420000.0 ; 3.79319E-5
440000.0 ; 3.723564E-5
460000.0 ; 3.663318E-5
480000.0 ; 3.611201E-5
500000.0 ; 3.566171E-5
550000.0 ; 3.478982E-5
600000.0 ; 3.419965E-5
650000.0 ; 3.381663E-5
700000.0 ; 3.358764E-5
750000.0 ; 3.347406E-5
800000.0 ; 3.344725E-5
850000.0 ; 3.348563E-5
900000.0 ; 3.357276E-5
950000.0 ; 3.369593E-5
1000000.0 ; 3.384523E-5
1100000.0 ; 3.419286E-5
1200000.0 ; 3.457117E-5
1300000.0 ; 3.49524E-5
1400000.0 ; 3.531921E-5
1500000.0 ; 3.566117E-5
1600000.0 ; 3.597226E-5
1700000.0 ; 3.624956E-5
1800000.0 ; 3.649212E-5
1900000.0 ; 3.67003E-5
2000000.0 ; 3.687535E-5
2200000.0 ; 3.71337E-5
2400000.0 ; 3.728419E-5
2600000.0 ; 3.734507E-5
2800000.0 ; 3.73334E-5
3000000.0 ; 3.726422E-5
3200000.0 ; 3.715036E-5
3400000.0 ; 3.700247E-5
3600000.0 ; 3.682929E-5
3800000.0 ; 3.663785E-5
4000000.0 ; 3.64338E-5
4200000.0 ; 3.622162E-5
4400000.0 ; 3.600482E-5
4600000.0 ; 3.578613E-5
4800000.0 ; 3.556769E-5
5000000.0 ; 3.535109E-5
5200000.0 ; 3.513755E-5
5400000.0 ; 3.492796E-5
5600000.0 ; 3.472296E-5
5800000.0 ; 3.452299E-5
6000000.0 ; 3.432833E-5
6200000.0 ; 3.413912E-5
6400000.0 ; 3.395544E-5
6600000.0 ; 3.377725E-5
6800000.0 ; 3.36045E-5
7000000.0 ; 3.343707E-5
7500000.0 ; 3.30407E-5
8000000.0 ; 3.267375E-5
8500000.0 ; 3.233307E-5
9000000.0 ; 3.201545E-5
9500000.0 ; 3.171787E-5
1.0E7 ; 3.143754E-5
1.05E7 ; 3.117192E-5
1.1E7 ; 3.091877E-5
1.15E7 ; 3.067609E-5
1.2E7 ; 3.044214E-5
1.25E7 ; 3.02154E-5
1.3E7 ; 2.999455E-5
1.35E7 ; 2.977845E-5
1.4E7 ; 2.956611E-5
1.45E7 ; 2.93567E-5
1.5E7 ; 2.914951E-5
1.55E7 ; 2.894393E-5
1.6E7 ; 2.873946E-5
1.65E7 ; 2.853569E-5
1.7E7 ; 2.833227E-5
1.75E7 ; 2.812894E-5
1.8E7 ; 2.792548E-5
1.85E7 ; 2.772174E-5
1.9E7 ; 2.751761E-5
1.95E7 ; 2.731301E-5
2.0E7 ; 2.710792E-5
