Incident energy ; 
Incident energy ; 
Incident energy ; σ(E)
8.844171 ; 709.2064
8.865681 ; 564.6476
8.876436 ; 501.5169
8.887191 ; 445.755
8.895938 ; 405.8641
8.904685 ; 370.6296
8.913432 ; 339.6841
8.922178 ; 312.5945
8.930925 ; 288.8981
8.939672 ; 268.1547
8.948419 ; 249.9539
8.957165 ; 233.9318
8.974659 ; 207.1887
8.992152 ; 185.921
9.009645 ; 168.7246
9.027138 ; 154.6445
9.041869 ; 144.7277
9.0566 ; 136.3085
9.07765 ; 126.5658
9.0987 ; 119.3509
9.11975 ; 114.7874
9.130275 ; 113.6386
9.1408 ; 113.368
9.151325 ; 114.0942
9.16185 ; 115.947
9.171338 ; 118.6862
9.180825 ; 122.5119
9.190313 ; 127.4546
9.1998 ; 133.4802
9.218775 ; 148.2081
9.23775 ; 164.5036
9.24891 ; 173.3804
9.260069 ; 180.6727
9.271229 ; 185.5758
9.282388 ; 187.4758
9.288775 ; 187.0764
9.298357 ; 184.4212
9.307938 ; 179.4343
9.317519 ; 172.4232
9.3271 ; 163.8243
9.351103 ; 138.6704
9.363104 ; 125.9458
9.375105 ; 114.0755
9.387107 ; 103.4624
9.399108 ; 94.27906
9.411109 ; 86.51794
9.42311 ; 80.0591
9.434566 ; 74.94776
9.446022 ; 70.69976
9.457478 ; 67.16173
9.468933 ; 64.20129
9.480389 ; 61.70916
9.491844 ; 59.59969
9.514755 ; 56.27723
9.537667 ; 53.87051
9.560578 ; 52.17245
9.583489 ; 51.06309
9.6064 ; 50.46375
9.636375 ; 50.32278
9.681338 ; 50.89526
9.703819 ; 51.09943
9.7263 ; 50.90434
9.741275 ; 50.44
9.763738 ; 49.15401
9.7862 ; 47.19301
9.8461 ; 40.29854
9.870147 ; 37.67418
9.894194 ; 35.45509
9.918241 ; 33.71492
9.942288 ; 32.47649
9.956716 ; 31.98689
9.971144 ; 31.7095
9.985572 ; 31.68176
10.0 ; 31.96594
10.014 ; 32.62898
10.02625 ; 33.61568
10.0385 ; 35.0842
10.05075 ; 37.14185
10.063 ; 39.88836
10.07525 ; 43.38995
10.0875 ; 47.6466
10.09975 ; 52.55888
10.112 ; 57.90498
10.13 ; 65.79836
10.13897 ; 69.36289
10.14794 ; 72.43351
10.15691 ; 74.84208
10.16588 ; 76.45548
10.17763 ; 77.23297
10.18854 ; 76.57301
10.19944 ; 74.68536
10.21035 ; 71.77287
10.22125 ; 68.11611
10.24263 ; 59.9162
10.25332 ; 55.8077
10.264 ; 51.94411
10.27469 ; 48.42753
10.28538 ; 45.31526
10.29607 ; 42.61642
10.30675 ; 40.31134
10.31566 ; 38.65912
10.32457 ; 37.22412
10.33348 ; 35.97818
10.34238 ; 34.89559
10.36019 ; 33.12089
10.378 ; 31.74149
10.39225 ; 30.84503
10.4065 ; 30.08728
10.435 ; 28.8755
10.4635 ; 27.94887
10.492 ; 27.22061
10.5205 ; 26.64127
10.549 ; 26.18288
10.606 ; 25.59139
10.6345 ; 25.47716
10.663 ; 25.5192
10.696 ; 25.78822
10.729 ; 26.24073
10.762 ; 26.69569
10.795 ; 26.92789
10.839 ; 26.74089
10.90133 ; 26.00082
10.96365 ; 25.47195
11.02597 ; 25.33792
11.08829 ; 25.53781
11.12569 ; 25.81069
11.16308 ; 26.21072
11.20047 ; 26.76436
11.23786 ; 27.51761
11.27526 ; 28.54245
11.29396 ; 29.18984
11.31265 ; 29.95255
11.33135 ; 30.85886
11.35004 ; 31.94536
11.36874 ; 33.26607
11.38743 ; 34.89606
11.40457 ; 36.76055
11.42171 ; 39.11806
11.43028 ; 40.545
11.43885 ; 42.18605
11.44742 ; 44.09169
11.45598 ; 46.32549
11.46455 ; 48.98025
11.47312 ; 52.16917
11.48169 ; 56.04383
11.49026 ; 60.80069
11.49883 ; 66.69003
11.5074 ; 74.02337
11.51597 ; 83.17708
11.52453 ; 94.57417
11.5331 ; 108.7263
11.54167 ; 126.1267
11.55024 ; 147.2561
11.55881 ; 172.5088
11.56738 ; 202.1169
11.57595 ; 236.0653
11.58452 ; 274.0107
11.59309 ; 315.2165
11.604 ; 370.5118
11.6149 ; 425.7852
11.62344 ; 466.4503
11.63198 ; 502.4572
11.64052 ; 531.7289
11.64905 ; 552.4456
11.65523 ; 561.3573
11.6614 ; 564.777
11.66449 ; 564.3876
11.67375 ; 554.8944
11.68332 ; 532.7104
11.69289 ; 499.7235
11.70246 ; 458.4655
11.71202 ; 411.9298
11.72406 ; 350.3513
11.73609 ; 290.3984
11.74812 ; 235.9632
11.75414 ; 211.5855
11.76015 ; 189.3749
11.76663 ; 167.8714
11.77311 ; 148.8794
11.77959 ; 132.2982
11.78607 ; 117.9701
11.79255 ; 105.7006
11.79903 ; 95.27513
11.80551 ; 86.4734
11.81199 ; 79.08025
11.82079 ; 70.93599
11.82958 ; 64.57351
11.83837 ; 59.60263
11.84716 ; 55.71446
11.85596 ; 52.66186
11.86475 ; 50.26303
11.87354 ; 48.37087
11.88233 ; 46.87782
11.89113 ; 45.70246
11.89992 ; 44.78768
11.9175 ; 43.56851
11.93509 ; 42.98019
11.95267 ; 42.88829
11.96748 ; 43.13919
11.98229 ; 43.66445
11.9971 ; 44.45497
12.01191 ; 45.51386
12.02672 ; 46.85568
12.04153 ; 48.50666
12.06045 ; 51.12957
12.07936 ; 54.44039
12.09827 ; 58.61766
12.11718 ; 63.9249
12.13609 ; 70.76276
12.14555 ; 74.94155
12.155 ; 79.75848
12.16446 ; 85.36297
12.17391 ; 91.92087
12.18337 ; 99.67333
12.19282 ; 108.8924
12.20308 ; 120.9956
12.21333 ; 135.8306
12.22359 ; 154.1401
12.23384 ; 176.7342
12.2441 ; 204.6139
12.25435 ; 238.735
12.2646 ; 280.0877
12.27485 ; 329.4503
12.28237 ; 371.0148
12.28989 ; 417.091
12.29741 ; 467.4357
12.30493 ; 521.5534
12.31245 ; 578.6689
12.31997 ; 637.7178
12.335 ; 755.9258
12.3471 ; 843.7208
12.35919 ; 916.6263
12.37129 ; 967.6486
12.38338 ; 991.3572
12.38875 ; 992.3482
12.3995 ; 976.5254
12.40717 ; 951.3727
12.41483 ; 915.8936
12.43016 ; 819.9833
12.44549 ; 703.3187
12.46082 ; 581.1147
12.47778 ; 454.5031
12.48626 ; 397.9916
12.49473 ; 347.085
12.50321 ; 301.9248
12.51168 ; 262.5614
12.52016 ; 228.6084
12.52863 ; 199.6957
12.53591 ; 178.4298
12.54318 ; 160.1202
12.55046 ; 144.3591
12.55773 ; 130.8504
12.56501 ; 119.2447
12.57228 ; 109.2943
12.57955 ; 100.7369
12.58682 ; 93.36119
12.5941 ; 86.97891
12.60137 ; 81.456
12.60864 ; 76.65671
12.61591 ; 72.4764
12.63046 ; 65.63915
12.645 ; 60.43404
12.65747 ; 57.00014
12.66994 ; 54.35998
12.68241 ; 52.41245
12.69488 ; 51.08845
12.70943 ; 50.26838
12.72398 ; 50.17359
12.73853 ; 50.74559
12.75307 ; 51.90482
12.77281 ; 54.20273
12.79254 ; 56.92371
12.81227 ; 59.47844
12.832 ; 61.21975
12.85 ; 61.63678
12.859 ; 61.34447
12.8725 ; 60.26294
12.886 ; 58.46336
12.90295 ; 55.38268
12.9199 ; 51.71478
12.95379 ; 44.09978
12.97074 ; 40.73682
12.98768 ; 37.89887
13.00463 ; 35.6359
13.02157 ; 33.94174
13.03816 ; 32.7928
13.05475 ; 32.10131
13.07007 ; 31.83241
13.08538 ; 31.89237
13.10069 ; 32.26369
13.116 ; 32.93419
13.13538 ; 34.19286
13.15475 ; 35.87048
13.1935 ; 40.1233
