Incident energy ; 
Incident energy ; 
Incident energy ; σ(E)
1920000.0 ; 2.466358
1925000.0 ; 2.251697
1930000.0 ; 2.094456
1935000.0 ; 1.982326
1940000.0 ; 1.899011
1950000.0 ; 1.788078
1960000.0 ; 1.717944
1970000.0 ; 1.669272
1980000.0 ; 1.632829
1990000.0 ; 1.603834
2000000.0 ; 1.579625
2020000.0 ; 1.539766
2040000.0 ; 1.506258
2060000.0 ; 1.475806
2080000.0 ; 1.446544
2100000.0 ; 1.417159
2120000.0 ; 1.386497
2140000.0 ; 1.353313
2160000.0 ; 1.316055
2180000.0 ; 1.272587
2200000.0 ; 1.2198
2210000.0 ; 1.188533
2220000.0 ; 1.153016
2230000.0 ; 1.112278
2240000.0 ; 1.065133
2250000.0 ; 1.010163
2260000.0 ; 0.9457272
2270000.0 ; 0.8700638
2280000.0 ; 0.7815469
2290000.0 ; 0.6792494
2300000.0 ; 0.5639675
2310000.0 ; 0.4397815
2320000.0 ; 0.3157973
2330000.0 ; 0.2068204
2335000.0 ; 0.1636372
2340000.0 ; 0.1309325
2345000.0 ; 0.1104108
2350000.0 ; 0.1030794
2355000.0 ; 0.1090971
2360000.0 ; 0.1277553
2365000.0 ; 0.1575963
2370000.0 ; 0.1966337
2380000.0 ; 0.2932843
2390000.0 ; 0.4006553
2400000.0 ; 0.5060348
2410000.0 ; 0.6021541
2420000.0 ; 0.6860317
2430000.0 ; 0.7573193
2440000.0 ; 0.8169919
2450000.0 ; 0.866533
2460000.0 ; 0.9075011
2470000.0 ; 0.9413324
2480000.0 ; 0.9692694
2490000.0 ; 0.9923531
2500000.0 ; 1.01144
2510000.0 ; 1.027229
2520000.0 ; 1.04029
2530000.0 ; 1.051085
2540000.0 ; 1.059991
2550000.0 ; 1.067318
2560000.0 ; 1.073319
2570000.0 ; 1.078204
2580000.0 ; 1.082149
2590000.0 ; 1.085298
2600000.0 ; 1.087776
2620000.0 ; 1.091115
2640000.0 ; 1.092833
2660000.0 ; 1.093428
2680000.0 ; 1.093288
2700000.0 ; 1.092724
2720000.0 ; 1.092003
2740000.0 ; 1.091362
2760000.0 ; 1.09103
2780000.0 ; 1.091242
2800000.0 ; 1.092267
2820000.0 ; 1.09445
2840000.0 ; 1.09835
2860000.0 ; 1.105379
2880000.0 ; 1.126932
2881000.0 ; 1.130122
2882000.0 ; 1.134134
2883000.0 ; 1.139383
2884000.0 ; 1.146616
2885000.0 ; 1.157333
2886000.0 ; 1.175044
2887000.0 ; 1.210265
2888000.0 ; 1.3136
2888800.0 ; 1.8508
2888850.0 ; 1.963831
2888900.0 ; 2.105269
2888950.0 ; 2.281268
2889000.0 ; 2.493683
2889050.0 ; 2.728289
2889100.0 ; 2.93167
2889150.0 ; 2.995081
2889200.0 ; 2.814318
2889250.0 ; 2.425
2889300.0 ; 1.991283
2889350.0 ; 1.637585
2889400.0 ; 1.390767
2889450.0 ; 1.229947
2889500.0 ; 1.127754
2889550.0 ; 1.063266
2889600.0 ; 1.022683
2890000.0 ; 0.9678203
2892000.0 ; 1.046912
2894000.0 ; 1.071683
2896000.0 ; 1.083309
2898000.0 ; 1.090304
2900000.0 ; 1.095158
2905000.0 ; 1.103206
2910000.0 ; 1.108837
2915000.0 ; 1.113556
2920000.0 ; 1.117912
2925000.0 ; 1.122158
2930000.0 ; 1.12643
2935000.0 ; 1.130813
2940000.0 ; 1.135367
2945000.0 ; 1.140139
2950000.0 ; 1.145167
2955000.0 ; 1.150489
2960000.0 ; 1.156144
2965000.0 ; 1.162175
2970000.0 ; 1.168634
2975000.0 ; 1.175592
2980000.0 ; 1.183152
2985000.0 ; 1.191496
2990000.0 ; 1.200985
2995000.0 ; 1.212554
3000000.0 ; 1.229785
3001000.0 ; 1.235079
3002000.0 ; 1.241843
3003000.0 ; 1.251192
3004000.0 ; 1.265767
3005000.0 ; 1.2936
3006000.0 ; 1.374763
3006500.0 ; 1.525379
3006600.0 ; 1.592012
3006700.0 ; 1.689419
3006800.0 ; 1.840259
3006900.0 ; 2.088107
3007000.0 ; 2.50075
3007100.0 ; 3.011478
3007200.0 ; 2.857354
3007300.0 ; 2.01175
3007400.0 ; 1.492587
3007500.0 ; 1.278518
3008000.0 ; 1.135065
3010000.0 ; 1.184709
3020000.0 ; 1.238015
3030000.0 ; 1.266123
3040000.0 ; 1.294386
3050000.0 ; 1.325065
3060000.0 ; 1.359016
3070000.0 ; 1.396828
3080000.0 ; 1.439022
3090000.0 ; 1.486107
3100000.0 ; 1.538589
3110000.0 ; 1.596964
3120000.0 ; 1.6617
3130000.0 ; 1.733205
3140000.0 ; 1.811794
3150000.0 ; 1.897638
3160000.0 ; 1.99072
3170000.0 ; 2.090817
3180000.0 ; 2.197591
3190000.0 ; 2.311278
3200000.0 ; 2.43883
3201000.0 ; 2.453925
3202000.0 ; 2.47012
3203000.0 ; 2.487911
3204000.0 ; 2.508116
3205000.0 ; 2.532169
3206000.0 ; 2.562769
3207000.0 ; 2.605489
3208000.0 ; 2.673357
3209000.0 ; 2.802482
3209500.0 ; 2.920899
3210000.0 ; 3.119155
3210500.0 ; 3.478477
3211000.0 ; 4.147329
3211500.0 ; 5.076113
3212000.0 ; 5.104702
3212500.0 ; 4.155738
3213000.0 ; 3.462499
3213500.0 ; 3.104744
3214000.0 ; 2.918833
3215000.0 ; 2.755245
3216000.0 ; 2.694642
3218000.0 ; 2.661863
3220000.0 ; 2.66441
3230000.0 ; 2.754228
3240000.0 ; 2.854768
3250000.0 ; 2.947908
3260000.0 ; 3.030238
3270000.0 ; 3.100009
3280000.0 ; 3.156361
3290000.0 ; 3.199213
3300000.0 ; 3.229161
3310000.0 ; 3.247346
3320000.0 ; 3.255285
3330000.0 ; 3.254699
3340000.0 ; 3.247365
3350000.0 ; 3.234991
3360000.0 ; 3.219138
3370000.0 ; 3.201171
3380000.0 ; 3.182231
3390000.0 ; 3.163239
3400000.0 ; 3.144895
3410000.0 ; 3.127689
3420000.0 ; 3.111925
3430000.0 ; 3.098542
3432000.0 ; 3.096971
3434000.0 ; 3.097251
3436000.0 ; 3.105096
3438000.0 ; 3.247378
3438200.0 ; 3.349155
3438400.0 ; 3.568979
3438600.0 ; 4.097343
3438800.0 ; 5.195732
3439000.0 ; 5.656051
3439200.0 ; 4.850287
3439400.0 ; 4.267518
3439600.0 ; 3.990934
3439800.0 ; 3.872133
3440000.0 ; 3.841066
3440500.0 ; 4.026994
3441000.0 ; 4.685597
3441500.0 ; 5.692681
3442000.0 ; 5.084941
3442500.0 ; 4.081699
3443000.0 ; 3.6215
3443500.0 ; 3.414513
3444000.0 ; 3.308759
3444500.0 ; 3.248209
3445000.0 ; 3.210347
3446000.0 ; 3.167139
3447000.0 ; 3.14396
3448000.0 ; 3.129789
3449000.0 ; 3.120295
3450000.0 ; 3.11349
3460000.0 ; 3.088003
3480000.0 ; 3.075925
3500000.0 ; 3.075438
3520000.0 ; 3.081179
3540000.0 ; 3.090327
3560000.0 ; 3.100174
3580000.0 ; 3.108022
3600000.0 ; 3.11133
3620000.0 ; 3.107954
3630000.0 ; 3.103278
3632000.0 ; 3.102089
3634000.0 ; 3.100815
3636000.0 ; 3.099456
3638000.0 ; 3.098015
3640000.0 ; 3.096505
3640500.0 ; 3.096129
