Incident energy ; 
Incident energy ; 
Incident energy ; σ(E)
2.752 ; 9.125297
2.761925 ; 9.997752
2.77185 ; 10.98663
2.786335 ; 12.52514
2.800819 ; 14.01673
2.815304 ; 15.32387
2.829788 ; 16.38427
2.844273 ; 17.20785
2.858757 ; 17.8478
2.873241 ; 18.37096
2.887725 ; 18.8387
2.908847 ; 19.52212
2.929969 ; 20.31277
2.951091 ; 21.31221
2.972213 ; 22.62268
2.993335 ; 24.36834
3.003896 ; 25.45416
3.014457 ; 26.7148
3.025018 ; 28.17868
3.035579 ; 29.87609
3.04614 ; 31.83635
3.0567 ; 34.08219
3.06784 ; 36.76855
3.078979 ; 39.75267
3.101257 ; 46.19743
3.112396 ; 49.25171
3.123535 ; 51.80208
3.134674 ; 53.51941
3.145813 ; 54.12648
3.155725 ; 53.60653
3.16316 ; 52.55982
3.170594 ; 50.99816
3.185463 ; 46.66057
3.200332 ; 41.41501
3.2152 ; 36.10037
3.231424 ; 30.92403
3.247647 ; 26.74619
3.263871 ; 23.59754
3.280094 ; 21.34054
3.296318 ; 19.79435
3.312541 ; 18.79802
3.328765 ; 18.22788
3.344988 ; 17.99791
3.363916 ; 18.09042
3.382843 ; 18.5377
3.401771 ; 19.34532
3.420698 ; 20.56247
3.430162 ; 21.35412
3.439626 ; 22.2914
3.44909 ; 23.39836
3.458553 ; 24.70568
3.468017 ; 26.25311
3.47748 ; 28.0909
3.486944 ; 30.2838
3.496407 ; 32.91212
3.507223 ; 36.57661
3.512631 ; 38.72308
3.518038 ; 41.1082
3.527502 ; 45.9211
3.536966 ; 51.61728
3.54643 ; 58.21074
3.555893 ; 65.5827
3.570597 ; 77.77927
3.5853 ; 88.80105
3.5913 ; 92.24488
3.5973 ; 94.75235
3.6033 ; 96.13952
3.6093 ; 96.27494
3.615313 ; 95.09182
3.624332 ; 90.89692
3.63335 ; 84.1599
3.645375 ; 72.43121
3.6574 ; 59.40514
3.666691 ; 49.61781
3.675982 ; 40.73522
3.685273 ; 33.07703
3.689918 ; 29.742
3.694563 ; 26.73121
3.699209 ; 24.03021
3.703854 ; 21.62088
3.708499 ; 19.47996
3.713144 ; 17.5832
3.71779 ; 15.90571
3.722435 ; 14.42442
3.72708 ; 13.11652
3.731725 ; 11.96141
3.736947 ; 10.82223
3.742169 ; 9.829419
3.747391 ; 8.962814
3.752613 ; 8.205121
3.757835 ; 7.54159
3.763057 ; 6.959665
3.7735 ; 5.999483
3.781734 ; 5.397973
3.789968 ; 4.905336
3.798202 ; 4.501143
3.806435 ; 4.168949
3.814669 ; 3.895321
3.822902 ; 3.669491
3.839369 ; 3.327699
3.855837 ; 3.091859
3.872304 ; 2.928602
3.888771 ; 2.816156
3.905238 ; 2.739815
3.938173 ; 2.657041
3.971107 ; 2.629443
4.004042 ; 2.632338
4.036976 ; 2.652104
4.069911 ; 2.680845
4.102845 ; 2.714104
4.168714 ; 2.78527
4.234582 ; 2.857522
4.281926 ; 2.910223
4.329269 ; 2.965109
4.376612 ; 3.024211
4.423955 ; 3.091813
4.471298 ; 3.173551
4.49497 ; 3.222204
4.518641 ; 3.277942
4.542313 ; 3.342738
4.565984 ; 3.419459
4.589656 ; 3.512501
4.613327 ; 3.628332
4.629795 ; 3.727373
4.646262 ; 3.847076
4.662729 ; 3.994977
4.670963 ; 4.08299
4.679196 ; 4.183036
4.690003 ; 4.337431
4.70081 ; 4.526394
4.706214 ; 4.637812
4.711617 ; 4.763389
4.71702 ; 4.905998
4.722423 ; 5.069201
4.727827 ; 5.257474
4.73323 ; 5.476237
4.738633 ; 5.732237
4.744036 ; 6.033544
4.74944 ; 6.389717
4.754843 ; 6.811453
4.760246 ; 7.310692
4.765649 ; 7.899815
4.77131 ; 8.626543
4.77697 ; 9.476733
4.782631 ; 10.45846
4.788291 ; 11.57274
4.793952 ; 12.8125
4.799612 ; 14.15878
4.810933 ; 17.03466
4.825342 ; 20.47661
4.831482 ; 21.6271
4.837621 ; 22.46908
4.843761 ; 22.93907
4.8499 ; 22.99787
4.852713 ; 22.88381
4.861151 ; 22.03013
4.869588 ; 20.50544
4.88026 ; 17.91545
4.890932 ; 15.02044
4.901604 ; 12.24412
4.90694 ; 10.99648
4.912275 ; 9.872834
4.916263 ; 9.119977
4.92025 ; 8.4431
4.924238 ; 7.840607
4.928225 ; 7.30979
4.932213 ; 6.846074
4.9362 ; 6.444517
4.940188 ; 6.099244
4.944175 ; 5.804581
4.948163 ; 5.554599
4.95215 ; 5.343905
4.956138 ; 5.167257
4.960125 ; 5.020072
4.964113 ; 4.898106
4.9681 ; 4.797755
4.976075 ; 4.649528
4.98405 ; 4.555147
4.992025 ; 4.500182
5.0 ; 4.474568
5.010599 ; 4.474345
5.021197 ; 4.503224
5.031796 ; 4.554622
5.042394 ; 4.624415
5.052993 ; 4.710012
5.063591 ; 4.809745
5.07419 ; 4.922607
5.084788 ; 5.047992
5.105985 ; 5.335637
5.127182 ; 5.673503
5.148379 ; 6.064779
5.169575 ; 6.513166
5.205063 ; 7.400758
5.24055 ; 8.472431
5.271602 ; 9.568648
5.302654 ; 10.80863
5.31818 ; 11.47874
5.333706 ; 12.17992
5.349232 ; 12.91083
5.356995 ; 13.28716
5.364757 ; 13.67051
5.373629 ; 14.11688
5.3825 ; 14.5707
5.390074 ; 14.96217
5.397647 ; 15.35427
5.405221 ; 15.74272
5.412794 ; 16.12134
5.443088 ; 17.36743
5.453851 ; 17.63404
5.464613 ; 17.78369
5.471775 ; 17.82044
5.478216 ; 17.81547
5.484657 ; 17.78036
5.497538 ; 17.64686
5.5233 ; 17.30323
5.53125 ; 17.20873
5.5392 ; 17.12412
5.5498 ; 17.02437
5.5604 ; 16.93391
5.571 ; 16.84602
5.5816 ; 16.75524
5.58976 ; 16.68115
5.597919 ; 16.60256
5.614238 ; 16.4317
5.630557 ; 16.246
5.646875 ; 16.05196
5.679513 ; 15.66722
5.71215 ; 15.32895
5.7579 ; 15.01122
5.80365 ; 14.95829
5.836522 ; 15.13031
5.869394 ; 15.52637
5.902266 ; 16.2119
5.935138 ; 17.27159
5.96801 ; 18.82404
5.984446 ; 19.8359
6.000882 ; 21.03929
6.017318 ; 22.46453
6.033754 ; 24.14423
6.05019 ; 26.11
6.066625 ; 28.38601
6.085882 ; 31.4563
6.105138 ; 34.92135
6.124394 ; 38.65879
6.14365 ; 42.44603
6.162907 ; 45.97187
6.182163 ; 48.89627
6.201419 ; 50.96439
6.211047 ; 51.65539
6.220675 ; 52.14632
6.229238 ; 52.45764
6.2378 ; 52.71073
6.248504 ; 53.06926
6.253856 ; 53.32544
6.259207 ; 53.67524
6.264559 ; 54.15652
6.26991 ; 54.8117
6.275262 ; 55.68851
6.280613 ; 56.83852
6.288092 ; 59.00952
6.295571 ; 61.97938
6.30305 ; 65.89769
6.310529 ; 70.88691
6.318008 ; 77.01565
6.325487 ; 84.26801
6.332966 ; 92.51383
6.340444 ; 101.4851
6.351825 ; 115.5687
6.361088 ; 126.1907
6.37035 ; 134.7287
6.379613 ; 140.0149
6.388875 ; 141.1813
6.392 ; 140.5631
6.399813 ; 136.7794
6.407625 ; 130.0079
6.418063 ; 117.162
6.4285 ; 101.5052
6.438938 ; 84.86823
6.449375 ; 68.88156
6.456458 ; 59.01164
6.46354 ; 50.19683
6.470622 ; 42.53356
6.477704 ; 36.02492
6.484786 ; 30.6039
6.491868 ; 26.15879
6.49895 ; 22.55588
6.506032 ; 19.65711
6.510585 ; 18.10422
6.515138 ; 16.75677
6.519691 ; 15.5863
6.524243 ; 14.56771
6.528796 ; 13.6784
6.533349 ; 12.89941
6.542454 ; 11.60925
6.55156 ; 10.59331
6.560665 ; 9.778405
6.56977 ; 9.113001
6.578875 ; 8.561028
6.589155 ; 8.04247
6.599435 ; 7.610238
6.609715 ; 7.246081
6.619994 ; 6.936905
